date,quantity_sold,product_name,day_of_week,month,is_weekend,season,lag_7,lag_14,rolling_mean_7
2026-06-20,3,Four Cheese,5,6,1,2,6.0,3.0,3.2857142857142856
2026-06-21,2,Four Cheese,6,6,1,2,2.0,6.0,2.857142857142857
2026-06-22,2,Four Cheese,0,6,0,2,3.0,2.0,2.857142857142857
2026-06-23,2,Four Cheese,1,6,0,2,4.0,4.0,2.7142857142857144
2026-06-24,2,Four Cheese,2,6,0,2,0.0,1.0,2.4285714285714284
2026-06-25,1,Four Cheese,3,6,0,2,4.0,1.0,2.7142857142857144
2026-06-26,3,Four Cheese,4,6,0,2,4.0,0.0,2.2857142857142856
2026-06-27,3,Four Cheese,5,6,1,2,3.0,6.0,2.142857142857143
2026-06-28,6,Four Cheese,6,6,1,2,2.0,2.0,2.142857142857143
2026-06-29,1,Four Cheese,0,6,0,2,2.0,3.0,2.7142857142857144
2026-06-30,5,Four Cheese,1,6,0,2,2.0,4.0,2.5714285714285716
2026-07-01,10,Four Cheese,2,7,0,2,2.0,0.0,3.0
2026-07-02,8,Four Cheese,3,7,0,2,1.0,4.0,4.142857142857143
2026-07-03,7,Four Cheese,4,7,0,2,3.0,4.0,5.142857142857143
2026-07-04,10,Four Cheese,5,7,1,2,3.0,3.0,5.714285714285714
2026-07-05,3,Four Cheese,6,7,1,2,6.0,2.0,6.714285714285714
2026-07-06,0,Four Cheese,0,7,0,2,1.0,2.0,6.285714285714286
2026-07-07,5,Four Cheese,1,7,0,2,5.0,2.0,6.142857142857143
2026-04-24,1,Garlic Bread,4,4,0,1,4.0,1.0,2.5714285714285716
2026-04-25,2,Garlic Bread,5,4,1,1,1.0,2.0,2.142857142857143
2026-04-26,1,Garlic Bread,6,4,1,1,0.0,1.0,2.2857142857142856
2026-04-27,1,Garlic Bread,0,4,0,1,7.0,5.0,2.4285714285714284
2026-04-28,0,Garlic Bread,1,4,0,1,1.0,3.0,1.5714285714285714
2026-04-29,3,Garlic Bread,2,4,0,1,3.0,4.0,1.4285714285714286
2026-04-30,0,Garlic Bread,3,4,0,1,2.0,1.0,1.4285714285714286
2026-05-01,10,Garlic Bread,4,5,0,1,1.0,4.0,1.1428571428571428
2026-05-02,7,Garlic Bread,5,5,1,1,2.0,1.0,2.4285714285714284
2026-05-03,1,Garlic Bread,6,5,1,1,1.0,0.0,3.142857142857143
2026-05-04,3,Garlic Bread,0,5,0,1,1.0,7.0,3.142857142857143
2026-05-05,4,Garlic Bread,1,5,0,1,0.0,1.0,3.4285714285714284
2026-05-06,2,Garlic Bread,2,5,0,1,3.0,3.0,4.0
2026-05-07,4,Garlic Bread,3,5,0,1,0.0,2.0,3.857142857142857
2026-05-08,4,Garlic Bread,4,5,0,1,10.0,1.0,4.428571428571429
2026-05-09,5,Garlic Bread,5,5,1,1,7.0,2.0,3.5714285714285716
2026-05-10,3,Garlic Bread,6,5,1,1,1.0,1.0,3.2857142857142856
2026-05-11,1,Garlic Bread,0,5,0,1,3.0,1.0,3.5714285714285716
2026-05-12,0,Garlic Bread,1,5,0,1,4.0,0.0,3.2857142857142856
2026-05-13,4,Garlic Bread,2,5,0,1,2.0,3.0,2.7142857142857144
2026-05-14,5,Garlic Bread,3,5,0,1,4.0,0.0,3.0
2026-05-15,0,Garlic Bread,4,5,0,1,4.0,10.0,3.142857142857143
2026-05-16,2,Garlic Bread,5,5,1,1,5.0,7.0,2.5714285714285716
2026-05-17,1,Garlic Bread,6,5,1,1,3.0,1.0,2.142857142857143
2026-05-18,0,Garlic Bread,0,5,0,1,1.0,3.0,1.8571428571428572
2026-05-19,2,Garlic Bread,1,5,0,1,0.0,4.0,1.7142857142857142
2026-05-20,0,Garlic Bread,2,5,0,1,4.0,2.0,2.0
2026-05-21,6,Garlic Bread,3,5,0,1,5.0,4.0,1.4285714285714286
2026-05-22,2,Garlic Bread,4,5,0,1,0.0,4.0,1.5714285714285714
2026-05-23,4,Garlic Bread,5,5,1,1,2.0,5.0,1.8571428571428572
2026-05-24,0,Garlic Bread,6,5,1,1,1.0,3.0,2.142857142857143
2026-05-25,1,Garlic Bread,0,5,0,1,0.0,1.0,2.0
2026-05-26,0,Garlic Bread,1,5,0,1,2.0,0.0,2.142857142857143
2026-05-27,0,Garlic Bread,2,5,0,1,0.0,4.0,1.8571428571428572
2026-05-28,0,Garlic Bread,3,5,0,1,6.0,5.0,1.8571428571428572
2026-05-29,0,Garlic Bread,4,5,0,1,2.0,0.0,1.0
2026-05-30,1,Garlic Bread,5,5,1,1,4.0,2.0,0.7142857142857143
2026-05-31,5,Garlic Bread,6,5,1,1,0.0,1.0,0.2857142857142857
2026-06-01,3,Garlic Bread,0,6,0,2,1.0,0.0,1.0
2026-06-02,0,Garlic Bread,1,6,0,2,0.0,2.0,1.2857142857142858
2026-06-03,1,Garlic Bread,2,6,0,2,0.0,0.0,1.2857142857142858
2026-06-04,2,Garlic Bread,3,6,0,2,0.0,6.0,1.4285714285714286
2026-06-05,3,Garlic Bread,4,6,0,2,0.0,2.0,1.7142857142857142
2026-06-06,5,Garlic Bread,5,6,1,2,1.0,4.0,2.142857142857143
2026-06-07,1,Garlic Bread,6,6,1,2,5.0,0.0,2.7142857142857144
2026-06-08,4,Garlic Bread,0,6,0,2,3.0,1.0,2.142857142857143
2026-06-09,1,Garlic Bread,1,6,0,2,0.0,0.0,2.2857142857142856
2026-06-10,0,Garlic Bread,2,6,0,2,1.0,0.0,2.4285714285714284
2026-06-11,1,Garlic Bread,3,6,0,2,2.0,0.0,2.2857142857142856
2026-06-12,3,Garlic Bread,4,6,0,2,3.0,0.0,2.142857142857143
2026-06-13,2,Garlic Bread,5,6,1,2,5.0,1.0,2.142857142857143
2026-06-14,0,Garlic Bread,6,6,1,2,1.0,5.0,1.7142857142857142
2026-06-15,3,Garlic Bread,0,6,0,2,4.0,3.0,1.5714285714285714
2026-06-16,0,Garlic Bread,1,6,0,2,1.0,0.0,1.4285714285714286
2026-06-17,2,Garlic Bread,2,6,0,2,0.0,1.0,1.2857142857142858
2026-06-18,2,Garlic Bread,3,6,0,2,1.0,2.0,1.5714285714285714
2026-06-19,2,Garlic Bread,4,6,0,2,3.0,3.0,1.7142857142857142
2026-06-20,0,Garlic Bread,5,6,1,2,2.0,5.0,1.5714285714285714
2026-06-21,1,Garlic Bread,6,6,1,2,0.0,1.0,1.2857142857142858
2026-06-22,0,Garlic Bread,0,6,0,2,3.0,4.0,1.4285714285714286
2026-06-23,1,Garlic Bread,1,6,0,2,0.0,1.0,1.0
2026-06-24,0,Garlic Bread,2,6,0,2,2.0,0.0,1.1428571428571428
2026-06-25,1,Garlic Bread,3,6,0,2,2.0,1.0,0.8571428571428571
2026-06-26,1,Garlic Bread,4,6,0,2,2.0,3.0,0.7142857142857143
2026-06-27,0,Garlic Bread,5,6,1,2,0.0,2.0,0.5714285714285714
2026-06-28,5,Garlic Bread,6,6,1,2,1.0,0.0,0.5714285714285714
2026-06-29,0,Garlic Bread,0,6,0,2,0.0,3.0,1.1428571428571428
2026-06-30,1,Garlic Bread,1,6,0,2,1.0,0.0,1.1428571428571428
2026-07-01,3,Garlic Bread,2,7,0,2,0.0,2.0,1.1428571428571428
2026-07-02,2,Garlic Bread,3,7,0,2,1.0,2.0,1.5714285714285714
2026-07-03,8,Garlic Bread,4,7,0,2,1.0,2.0,1.7142857142857142
2026-07-04,5,Garlic Bread,5,7,1,2,0.0,0.0,2.7142857142857144
2026-07-05,2,Garlic Bread,6,7,1,2,5.0,1.0,3.4285714285714284
2026-07-06,5,Garlic Bread,0,7,0,2,0.0,0.0,3.0
2026-07-07,1,Garlic Bread,1,7,0,2,1.0,1.0,3.7142857142857144
2026-04-23,10,Hawaiian,3,4,0,1,14.0,2.0,7.714285714285714
2026-04-24,7,Hawaiian,4,4,0,1,14.0,3.0,7.142857142857143
2026-04-25,14,Hawaiian,5,4,1,1,9.0,4.0,6.142857142857143
2026-04-26,8,Hawaiian,6,4,1,1,7.0,11.0,6.857142857142857
2026-04-27,1,Hawaiian,0,4,0,1,3.0,9.0,7.0
2026-04-28,4,Hawaiian,1,4,0,1,5.0,10.0,6.714285714285714
2026-04-29,2,Hawaiian,2,4,0,1,2.0,6.0,6.571428571428571
2026-04-30,6,Hawaiian,3,4,0,1,10.0,14.0,6.571428571428571
2026-05-01,7,Hawaiian,4,5,0,1,7.0,14.0,6.0
2026-05-02,8,Hawaiian,5,5,1,1,14.0,9.0,6.0
2026-05-03,20,Hawaiian,6,5,1,1,8.0,7.0,5.142857142857143
2026-05-04,7,Hawaiian,0,5,0,1,1.0,3.0,6.857142857142857
2026-05-05,8,Hawaiian,1,5,0,1,4.0,5.0,7.714285714285714
2026-05-06,12,Hawaiian,2,5,0,1,2.0,2.0,8.285714285714286
2026-05-07,1,Hawaiian,3,5,0,1,6.0,10.0,9.714285714285714
2026-05-08,6,Hawaiian,4,5,0,1,7.0,7.0,9.0
2026-05-09,11,Hawaiian,5,5,1,1,8.0,14.0,8.857142857142858
2026-05-10,8,Hawaiian,6,5,1,1,20.0,8.0,9.285714285714286
2026-05-11,6,Hawaiian,0,5,0,1,7.0,1.0,7.571428571428571
2026-05-12,9,Hawaiian,1,5,0,1,8.0,4.0,7.428571428571429
2026-05-13,6,Hawaiian,2,5,0,1,12.0,2.0,7.571428571428571
2026-05-14,3,Hawaiian,3,5,0,1,1.0,6.0,6.714285714285714
2026-05-15,4,Hawaiian,4,5,0,1,6.0,7.0,7.0
2026-05-16,17,Hawaiian,5,5,1,1,11.0,8.0,6.714285714285714
2026-05-17,7,Hawaiian,6,5,1,1,8.0,20.0,7.571428571428571
2026-05-18,9,Hawaiian,0,5,0,1,6.0,7.0,7.428571428571429
2026-05-19,6,Hawaiian,1,5,0,1,9.0,8.0,7.857142857142857
2026-05-20,2,Hawaiian,2,5,0,1,6.0,12.0,7.428571428571429
2026-05-21,6,Hawaiian,3,5,0,1,3.0,1.0,6.857142857142857
2026-05-22,8,Hawaiian,4,5,0,1,4.0,6.0,7.285714285714286
2026-05-23,9,Hawaiian,5,5,1,1,17.0,11.0,7.857142857142857
2026-05-24,8,Hawaiian,6,5,1,1,7.0,8.0,6.714285714285714
2026-05-25,4,Hawaiian,0,5,0,1,9.0,6.0,6.857142857142857
2026-05-26,5,Hawaiian,1,5,0,1,6.0,9.0,6.142857142857143
2026-05-27,2,Hawaiian,2,5,0,1,2.0,6.0,6.0
2026-05-28,2,Hawaiian,3,5,0,1,6.0,3.0,6.0
2026-05-29,14,Hawaiian,4,5,0,1,8.0,4.0,5.428571428571429
2026-05-30,4,Hawaiian,5,5,1,1,9.0,17.0,6.285714285714286
2026-05-31,11,Hawaiian,6,5,1,1,8.0,7.0,5.571428571428571
2026-06-01,8,Hawaiian,0,6,0,2,4.0,9.0,6.0
2026-06-02,1,Hawaiian,1,6,0,2,5.0,6.0,6.571428571428571
2026-06-03,2,Hawaiian,2,6,0,2,2.0,2.0,6.0
2026-06-04,2,Hawaiian,3,6,0,2,2.0,6.0,6.0
2026-06-05,9,Hawaiian,4,6,0,2,14.0,8.0,6.0
2026-06-06,14,Hawaiian,5,6,1,2,4.0,9.0,5.285714285714286
2026-06-07,5,Hawaiian,6,6,1,2,11.0,8.0,6.714285714285714
2026-06-08,3,Hawaiian,0,6,0,2,8.0,4.0,5.857142857142857
2026-06-09,10,Hawaiian,1,6,0,2,1.0,5.0,5.142857142857143
2026-06-10,1,Hawaiian,2,6,0,2,2.0,2.0,6.428571428571429
2026-06-11,17,Hawaiian,3,6,0,2,2.0,2.0,6.285714285714286
2026-06-12,4,Hawaiian,4,6,0,2,9.0,14.0,8.428571428571429
2026-06-13,9,Hawaiian,5,6,1,2,14.0,4.0,7.714285714285714
2026-06-14,3,Hawaiian,6,6,1,2,5.0,11.0,7.0
2026-06-15,3,Hawaiian,0,6,0,2,3.0,8.0,6.714285714285714
2026-06-16,8,Hawaiian,1,6,0,2,10.0,1.0,6.714285714285714
2026-06-17,7,Hawaiian,2,6,0,2,1.0,2.0,6.428571428571429
2026-06-18,1,Hawaiian,3,6,0,2,17.0,2.0,7.285714285714286
2026-06-19,8,Hawaiian,4,6,0,2,4.0,9.0,5.0
2026-06-20,15,Hawaiian,5,6,1,2,9.0,14.0,5.571428571428571
2026-06-21,8,Hawaiian,6,6,1,2,3.0,5.0,6.428571428571429
2026-06-22,8,Hawaiian,0,6,0,2,3.0,3.0,7.142857142857143
2026-06-23,3,Hawaiian,1,6,0,2,8.0,10.0,7.857142857142857
2026-06-24,9,Hawaiian,2,6,0,2,7.0,1.0,7.142857142857143
2026-06-25,3,Hawaiian,3,6,0,2,1.0,17.0,7.428571428571429
2026-06-26,9,Hawaiian,4,6,0,2,8.0,4.0,7.714285714285714
2026-06-27,10,Hawaiian,5,6,1,2,15.0,9.0,7.857142857142857
2026-06-28,10,Hawaiian,6,6,1,2,8.0,3.0,7.142857142857143
2026-06-29,10,Hawaiian,0,6,0,2,8.0,3.0,7.428571428571429
2026-06-30,7,Hawaiian,1,6,0,2,3.0,8.0,7.714285714285714
2026-07-01,12,Hawaiian,2,7,0,2,9.0,7.0,8.285714285714286
2026-07-02,9,Hawaiian,3,7,0,2,3.0,1.0,8.714285714285714
2026-07-03,13,Hawaiian,4,7,0,2,9.0,8.0,9.571428571428571
2026-07-04,32,Hawaiian,5,7,1,2,10.0,15.0,10.142857142857142
2026-07-05,5,Hawaiian,6,7,1,2,10.0,8.0,13.285714285714286
2026-07-06,2,Hawaiian,0,7,0,2,10.0,8.0,12.571428571428571
2026-07-07,4,Hawaiian,1,7,0,2,7.0,3.0,11.428571428571429
2026-07-08,9,Hawaiian,2,7,0,2,12.0,9.0,11.0
2026-04-23,0,Lemonade,3,4,0,1,0.0,2.0,0.8571428571428571
2026-04-24,6,Lemonade,4,4,0,1,1.0,1.0,0.8571428571428571
2026-04-25,0,Lemonade,5,4,1,1,4.0,2.0,1.5714285714285714
2026-04-26,3,Lemonade,6,4,1,1,0.0,0.0,1.0
2026-04-27,4,Lemonade,0,4,0,1,0.0,1.0,1.4285714285714286
2026-04-28,1,Lemonade,1,4,0,1,0.0,0.0,2.0
2026-04-29,0,Lemonade,2,4,0,1,1.0,0.0,2.142857142857143
2026-04-30,0,Lemonade,3,4,0,1,0.0,0.0,2.0
2026-05-01,6,Lemonade,4,5,0,1,6.0,1.0,2.0
2026-05-02,1,Lemonade,5,5,1,1,0.0,4.0,2.0
2026-05-03,4,Lemonade,6,5,1,1,3.0,0.0,2.142857142857143
2026-05-04,0,Lemonade,0,5,0,1,4.0,0.0,2.2857142857142856
2026-05-05,5,Lemonade,1,5,0,1,1.0,0.0,1.7142857142857142
2026-05-06,0,Lemonade,2,5,0,1,0.0,1.0,2.2857142857142856
2026-05-07,3,Lemonade,3,5,0,1,0.0,0.0,2.2857142857142856
2026-05-08,2,Lemonade,4,5,0,1,6.0,6.0,2.7142857142857144
2026-05-09,0,Lemonade,5,5,1,1,1.0,0.0,2.142857142857143
2026-05-10,1,Lemonade,6,5,1,1,4.0,3.0,2.0
2026-05-11,2,Lemonade,0,5,0,1,0.0,4.0,1.5714285714285714
2026-05-12,3,Lemonade,1,5,0,1,5.0,1.0,1.8571428571428572
2026-05-13,0,Lemonade,2,5,0,1,0.0,0.0,1.5714285714285714
2026-05-14,1,Lemonade,3,5,0,1,3.0,0.0,1.5714285714285714
2026-05-15,1,Lemonade,4,5,0,1,2.0,6.0,1.2857142857142858
2026-05-16,0,Lemonade,5,5,1,1,0.0,1.0,1.1428571428571428
2026-05-17,2,Lemonade,6,5,1,1,1.0,4.0,1.1428571428571428
2026-05-18,0,Lemonade,0,5,0,1,2.0,0.0,1.2857142857142858
2026-05-19,0,Lemonade,1,5,0,1,3.0,5.0,1.0
2026-05-20,0,Lemonade,2,5,0,1,0.0,0.0,0.5714285714285714
2026-05-21,0,Lemonade,3,5,0,1,1.0,3.0,0.5714285714285714
2026-05-22,2,Lemonade,4,5,0,1,1.0,2.0,0.42857142857142855
2026-05-23,1,Lemonade,5,5,1,1,0.0,0.0,0.5714285714285714
2026-05-24,4,Lemonade,6,5,1,1,2.0,1.0,0.7142857142857143
2026-05-25,1,Lemonade,0,5,0,1,0.0,2.0,1.0
2026-05-26,0,Lemonade,1,5,0,1,0.0,3.0,1.1428571428571428
2026-05-27,2,Lemonade,2,5,0,1,0.0,0.0,1.1428571428571428
2026-05-28,4,Lemonade,3,5,0,1,0.0,1.0,1.4285714285714286
2026-05-29,4,Lemonade,4,5,0,1,2.0,1.0,2.0
2026-05-30,2,Lemonade,5,5,1,1,1.0,0.0,2.2857142857142856
2026-05-31,2,Lemonade,6,5,1,1,4.0,2.0,2.4285714285714284
2026-06-01,1,Lemonade,0,6,0,2,1.0,0.0,2.142857142857143
2026-06-02,0,Lemonade,1,6,0,2,0.0,0.0,2.142857142857143
2026-06-03,0,Lemonade,2,6,0,2,2.0,0.0,2.142857142857143
2026-06-04,1,Lemonade,3,6,0,2,4.0,0.0,1.8571428571428572
2026-06-05,3,Lemonade,4,6,0,2,4.0,2.0,1.4285714285714286
2026-06-06,2,Lemonade,5,6,1,2,2.0,1.0,1.2857142857142858
2026-06-07,0,Lemonade,6,6,1,2,2.0,4.0,1.2857142857142858
2026-06-08,4,Lemonade,0,6,0,2,1.0,1.0,1.0
2026-06-09,0,Lemonade,1,6,0,2,0.0,0.0,1.4285714285714286
2026-06-10,0,Lemonade,2,6,0,2,0.0,2.0,1.4285714285714286
2026-06-11,0,Lemonade,3,6,0,2,1.0,4.0,1.4285714285714286
2026-06-12,1,Lemonade,4,6,0,2,3.0,4.0,1.2857142857142858
2026-06-13,2,Lemonade,5,6,1,2,2.0,2.0,1.0
2026-06-14,1,Lemonade,6,6,1,2,0.0,2.0,1.0
2026-06-15,0,Lemonade,0,6,0,2,4.0,1.0,1.1428571428571428
2026-06-16,2,Lemonade,1,6,0,2,0.0,0.0,0.5714285714285714
2026-06-17,4,Lemonade,2,6,0,2,0.0,0.0,0.8571428571428571
2026-06-18,4,Lemonade,3,6,0,2,0.0,1.0,1.4285714285714286
2026-06-19,5,Lemonade,4,6,0,2,1.0,3.0,2.0
2026-06-20,2,Lemonade,5,6,1,2,2.0,2.0,2.5714285714285716
2026-06-21,1,Lemonade,6,6,1,2,1.0,0.0,2.5714285714285716
2026-06-22,0,Lemonade,0,6,0,2,0.0,4.0,2.5714285714285716
2026-06-23,1,Lemonade,1,6,0,2,2.0,0.0,2.5714285714285716
2026-06-24,0,Lemonade,2,6,0,2,4.0,0.0,2.4285714285714284
2026-06-25,0,Lemonade,3,6,0,2,4.0,0.0,1.8571428571428572
2026-06-26,3,Lemonade,4,6,0,2,5.0,1.0,1.2857142857142858
2026-06-27,3,Lemonade,5,6,1,2,2.0,2.0,1.0
2026-06-28,1,Lemonade,6,6,1,2,1.0,1.0,1.1428571428571428
2026-06-29,0,Lemonade,0,6,0,2,0.0,0.0,1.1428571428571428
2026-06-30,1,Lemonade,1,6,0,2,1.0,2.0,1.1428571428571428
2026-07-01,0,Lemonade,2,7,0,2,0.0,4.0,1.1428571428571428
2026-07-02,1,Lemonade,3,7,0,2,0.0,4.0,1.1428571428571428
2026-07-03,2,Lemonade,4,7,0,2,3.0,5.0,1.2857142857142858
2026-07-04,6,Lemonade,5,7,1,2,3.0,2.0,1.1428571428571428
2026-07-05,1,Lemonade,6,7,1,2,1.0,1.0,1.5714285714285714
2026-07-06,0,Lemonade,0,7,0,2,0.0,0.0,1.5714285714285714
2026-07-07,2,Lemonade,1,7,0,2,1.0,1.0,1.5714285714285714
2026-04-23,6,Margherita,3,4,0,1,13.0,10.0,9.0
2026-04-24,10,Margherita,4,4,0,1,12.0,7.0,8.0
2026-04-25,14,Margherita,5,4,1,1,16.0,18.0,7.714285714285714
2026-04-26,24,Margherita,6,4,1,1,10.0,16.0,7.428571428571429
2026-04-27,5,Margherita,0,4,0,1,4.0,7.0,9.428571428571429
2026-04-28,4,Margherita,1,4,0,1,5.0,1.0,9.571428571428571
2026-04-29,9,Margherita,2,4,0,1,3.0,6.0,9.428571428571429
2026-04-30,3,Margherita,3,4,0,1,6.0,13.0,10.285714285714286
2026-05-01,11,Margherita,4,5,0,1,10.0,12.0,9.857142857142858
2026-05-02,18,Margherita,5,5,1,1,14.0,16.0,10.0
2026-05-03,6,Margherita,6,5,1,1,24.0,10.0,10.571428571428571
2026-05-04,3,Margherita,0,5,0,1,5.0,4.0,8.0
2026-05-05,13,Margherita,1,5,0,1,4.0,5.0,7.714285714285714
2026-05-06,9,Margherita,2,5,0,1,9.0,3.0,9.0
2026-05-07,2,Margherita,3,5,0,1,3.0,6.0,9.0
2026-05-08,9,Margherita,4,5,0,1,11.0,10.0,8.857142857142858
2026-05-09,17,Margherita,5,5,1,1,18.0,14.0,8.571428571428571
2026-05-10,20,Margherita,6,5,1,1,6.0,24.0,8.428571428571429
2026-05-11,4,Margherita,0,5,0,1,3.0,5.0,10.428571428571429
2026-05-12,8,Margherita,1,5,0,1,13.0,4.0,10.571428571428571
2026-05-13,11,Margherita,2,5,0,1,9.0,9.0,9.857142857142858
2026-05-14,5,Margherita,3,5,0,1,2.0,3.0,10.142857142857142
2026-05-15,13,Margherita,4,5,0,1,9.0,11.0,10.571428571428571
2026-05-16,2,Margherita,5,5,1,1,17.0,18.0,11.142857142857142
2026-05-17,9,Margherita,6,5,1,1,20.0,6.0,9.0
2026-05-18,15,Margherita,0,5,0,1,4.0,3.0,7.428571428571429
2026-05-19,15,Margherita,1,5,0,1,8.0,13.0,9.0
2026-05-20,2,Margherita,2,5,0,1,11.0,9.0,10.0
2026-05-21,9,Margherita,3,5,0,1,5.0,2.0,8.714285714285714
2026-05-22,6,Margherita,4,5,0,1,13.0,9.0,9.285714285714286
2026-05-23,18,Margherita,5,5,1,1,2.0,17.0,8.285714285714286
2026-05-24,14,Margherita,6,5,1,1,9.0,20.0,10.571428571428571
2026-05-25,15,Margherita,0,5,0,1,15.0,4.0,11.285714285714286
2026-05-26,3,Margherita,1,5,0,1,15.0,8.0,11.285714285714286
2026-05-27,4,Margherita,2,5,0,1,2.0,11.0,9.571428571428571
2026-05-28,14,Margherita,3,5,0,1,9.0,5.0,9.857142857142858
2026-05-29,6,Margherita,4,5,0,1,6.0,13.0,10.571428571428571
2026-05-30,25,Margherita,5,5,1,1,18.0,2.0,10.571428571428571
2026-05-31,7,Margherita,6,5,1,1,14.0,9.0,11.571428571428571
2026-06-01,5,Margherita,0,6,0,2,15.0,15.0,10.571428571428571
2026-06-02,11,Margherita,1,6,0,2,3.0,15.0,9.142857142857142
2026-06-03,7,Margherita,2,6,0,2,4.0,2.0,10.285714285714286
2026-06-04,12,Margherita,3,6,0,2,14.0,9.0,10.714285714285714
2026-06-05,10,Margherita,4,6,0,2,6.0,6.0,10.428571428571429
2026-06-06,18,Margherita,5,6,1,2,25.0,18.0,11.0
2026-06-07,13,Margherita,6,6,1,2,7.0,14.0,10.0
2026-06-08,8,Margherita,0,6,0,2,5.0,15.0,10.857142857142858
2026-06-09,2,Margherita,1,6,0,2,11.0,3.0,11.285714285714286
2026-06-10,6,Margherita,2,6,0,2,7.0,4.0,10.0
2026-06-11,6,Margherita,3,6,0,2,12.0,14.0,9.857142857142858
2026-06-12,13,Margherita,4,6,0,2,10.0,6.0,9.0
2026-06-13,20,Margherita,5,6,1,2,18.0,25.0,9.428571428571429
2026-06-14,11,Margherita,6,6,1,2,13.0,7.0,9.714285714285714
2026-06-15,8,Margherita,0,6,0,2,8.0,5.0,9.428571428571429
2026-06-16,7,Margherita,1,6,0,2,2.0,11.0,9.428571428571429
2026-06-17,6,Margherita,2,6,0,2,6.0,7.0,10.142857142857142
2026-06-18,6,Margherita,3,6,0,2,6.0,12.0,10.142857142857142
2026-06-19,11,Margherita,4,6,0,2,13.0,10.0,10.142857142857142
2026-06-20,9,Margherita,5,6,1,2,20.0,18.0,9.857142857142858
2026-06-21,30,Margherita,6,6,1,2,11.0,13.0,8.285714285714286
2026-06-22,5,Margherita,0,6,0,2,8.0,8.0,11.0
2026-06-23,4,Margherita,1,6,0,2,7.0,2.0,10.571428571428571
2026-06-24,12,Margherita,2,6,0,2,6.0,6.0,10.142857142857142
2026-06-25,12,Margherita,3,6,0,2,6.0,6.0,11.0
2026-06-26,14,Margherita,4,6,0,2,11.0,13.0,11.857142857142858
2026-06-27,10,Margherita,5,6,1,2,9.0,20.0,12.285714285714286
2026-06-28,7,Margherita,6,6,1,2,30.0,11.0,12.428571428571429
2026-06-29,4,Margherita,0,6,0,2,5.0,8.0,9.142857142857142
2026-06-30,4,Margherita,1,6,0,2,4.0,7.0,9.0
2026-07-01,9,Margherita,2,7,0,2,12.0,6.0,9.0
2026-07-02,8,Margherita,3,7,0,2,12.0,6.0,8.571428571428571
2026-07-03,20,Margherita,4,7,0,2,14.0,11.0,8.0
2026-07-04,25,Margherita,5,7,1,2,10.0,9.0,8.857142857142858
2026-07-05,11,Margherita,6,7,1,2,7.0,30.0,11.0
2026-07-06,16,Margherita,0,7,0,2,4.0,5.0,11.571428571428571
2026-07-07,5,Margherita,1,7,0,2,4.0,4.0,13.285714285714286
2026-07-08,11,Margherita,2,7,0,2,9.0,12.0,13.428571428571429
2026-04-23,10,Meat Lovers,3,4,0,1,4.0,3.0,5.0
2026-04-24,14,Meat Lovers,4,4,0,1,7.0,17.0,5.857142857142857
2026-04-25,11,Meat Lovers,5,4,1,1,3.0,11.0,6.857142857142857
2026-04-26,13,Meat Lovers,6,4,1,1,4.0,13.0,8.0
2026-04-27,1,Meat Lovers,0,4,0,1,7.0,3.0,9.285714285714286
2026-04-28,3,Meat Lovers,1,4,0,1,5.0,10.0,8.428571428571429
2026-04-29,0,Meat Lovers,2,4,0,1,5.0,6.0,8.142857142857142
2026-04-30,5,Meat Lovers,3,4,0,1,10.0,4.0,7.428571428571429
2026-05-01,14,Meat Lovers,4,5,0,1,14.0,7.0,6.714285714285714
2026-05-02,14,Meat Lovers,5,5,1,1,11.0,3.0,6.714285714285714
2026-05-03,3,Meat Lovers,6,5,1,1,13.0,4.0,7.142857142857143
2026-05-04,2,Meat Lovers,0,5,0,1,1.0,7.0,5.714285714285714
2026-05-05,13,Meat Lovers,1,5,0,1,3.0,5.0,5.857142857142857
2026-05-06,9,Meat Lovers,2,5,0,1,0.0,5.0,7.285714285714286
2026-05-07,11,Meat Lovers,3,5,0,1,5.0,10.0,8.571428571428571
2026-05-08,4,Meat Lovers,4,5,0,1,14.0,14.0,9.428571428571429
2026-05-09,6,Meat Lovers,5,5,1,1,14.0,11.0,8.0
2026-05-10,14,Meat Lovers,6,5,1,1,3.0,13.0,6.857142857142857
2026-05-11,5,Meat Lovers,0,5,0,1,2.0,1.0,8.428571428571429
2026-05-12,3,Meat Lovers,1,5,0,1,13.0,3.0,8.857142857142858
2026-05-13,6,Meat Lovers,2,5,0,1,9.0,0.0,7.428571428571429
2026-05-14,6,Meat Lovers,3,5,0,1,11.0,5.0,7.0
2026-05-15,15,Meat Lovers,4,5,0,1,4.0,14.0,6.285714285714286
2026-05-16,16,Meat Lovers,5,5,1,1,6.0,14.0,7.857142857142857
2026-05-17,8,Meat Lovers,6,5,1,1,14.0,3.0,9.285714285714286
2026-05-18,7,Meat Lovers,0,5,0,1,5.0,2.0,8.428571428571429
2026-05-19,5,Meat Lovers,1,5,0,1,3.0,13.0,8.714285714285714
2026-05-20,5,Meat Lovers,2,5,0,1,6.0,9.0,9.0
2026-05-21,5,Meat Lovers,3,5,0,1,6.0,11.0,8.857142857142858
2026-05-22,5,Meat Lovers,4,5,0,1,15.0,4.0,8.714285714285714
2026-05-23,11,Meat Lovers,5,5,1,1,16.0,6.0,7.285714285714286
2026-05-24,17,Meat Lovers,6,5,1,1,8.0,14.0,6.571428571428571
